t,T_tr,T_v,rho_N2,rho_N,rho_O2,rho_O,rho_NO
3.7559e-10,9253.32,14830.8,0.765634,0.000638368,0.210823,0.0213458,0.00155816
3.756e-10,9303.98,14700.5,0.765634,0.000638419,0.210823,0.0213466,0.00155819
3.7561e-10,9354.92,14569.5,0.765634,0.000638469,0.210822,0.0213474,0.00155821
3.7562e-10,9406.12,14437.8,0.765634,0.000638518,0.210821,0.0213482,0.00155824
3.7563e-10,9457.59,14305.4,0.765634,0.000638567,0.21082,0.021349,0.00155826
3.7564e-10,9509.31,14172.3,0.765634,0.000638616,0.210819,0.0213498,0.00155829
3.7565e-10,9561.27,14038.6,0.765634,0.000638664,0.210818,0.0213506,0.00155831
3.7566e-10,9613.46,13904.3,0.765634,0.000638711,0.210818,0.0213514,0.00155833
3.7567e-10,9665.89,13769.4,0.765634,0.000638758,0.210817,0.0213522,0.00155836
3.7568e-10,9718.53,13634,0.765634,0.000638804,0.210816,0.0213529,0.00155838
3.7569e-10,9771.38,13498,0.765634,0.000638849,0.210815,0.0213537,0.0015584
3.757e-10,9824.43,13361.4,0.765634,0.000638894,0.210815,0.0213545,0.00155842
3.7571e-10,9877.67,13224.4,0.765634,0.000638939,0.210814,0.0213552,0.00155844
3.7572e-10,9931.09,13086.8,0.765634,0.000638982,0.210813,0.021356,0.00155846
3.7573e-10,9984.68,12948.8,0.765633,0.000639025,0.210812,0.0213567,0.00155848
3.7574e-10,10038.4,12810.4,0.765633,0.000639067,0.210812,0.0213575,0.0015585
3.7575e-10,10092.4,12671.6,0.765633,0.000639109,0.210811,0.0213582,0.00155852
3.7576e-10,10146.4,12532.4,0.765633,0.000639149,0.21081,0.0213589,0.00155854
3.7577e-10,10200.6,12392.8,0.765633,0.000639189,0.210809,0.0213596,0.00155856
3.7578e-10,10254.9,12252.9,0.765633,0.000639228,0.210809,0.0213603,0.00155858
3.7579e-10,10309.3,12112.6,0.765633,0.000639267,0.210808,0.021361,0.0015586
3.758e-10,10363.9,11972.1,0.765633,0.000639304,0.210807,0.0213617,0.00155862
3.7581e-10,10418.5,11831.4,0.765633,0.000639341,0.210807,0.0213624,0.00155864
3.7582e-10,10473.2,11690.4,0.765633,0.000639377,0.210806,0.0213631,0.00155866
3.7583e-10,10527.9,11549.2,0.765633,0.000639412,0.210805,0.0213637,0.00155868
3.7584e-10,10582.8,11407.8,0.765633,0.000639446,0.210805,0.0213644,0.00155869
3.7585e-10,10637.6,11266.3,0.765633,0.000639479,0.210804,0.021365,0.00155871
3.7586e-10,10692.5,11124.7,0.765633,0.000639512,0.210803,0.0213657,0.00155873
3.7587e-10,10747.5,10983,0.765633,0.000639544,0.210803,0.0213663,0.00155875
3.7588e-10,10802.4,10841.2,0.765633,0.000639575,0.210802,0.0213669,0.00155876
3.7589e-10,10857.4,10699.4,0.765633,0.000639605,0.210801,0.0213675,0.00155878
3.759e-10,10912.3,10557.6,0.765633,0.000639634,0.210801,0.0213681,0.0015588
3.7591e-10,10967.3,10415.8,0.765633,0.000639662,0.2108,0.0213687,0.00155881
3.7592e-10,11022.2,10274,0.765633,0.00063969,0.2108,0.0213693,0.00155883
3.7593e-10,11077,10132.4,0.765633,0.000639716,0.210799,0.0213698,0.00155885
3.7594e-10,11131.8,9990.83,0.765633,0.000639742,0.210798,0.0213704,0.00155886
3.7595e-10,11186.5,9849.44,0.765633,0.000639767,0.210798,0.0213709,0.00155888
3.7596e-10,11241.2,9708.22,0.765633,0.000639791,0.210797,0.0213715,0.0015589
3.7597e-10,11295.7,9567.21,0.765632,0.000639815,0.210797,0.021372,0.00155891
3.7598e-10,11350.1,9426.44,0.765632,0.000639837,0.210796,0.0213725,0.00155893
3.7599e-10,11404.5,9285.94,0.765632,0.000639859,0.210796,0.021373,0.00155894
3.76e-10,11458.6,9145.74,0.765632,0.00063988,0.210795,0.0213735,0.00155896
3.7601e-10,11512.7,9005.87,0.765632,0.0006399,0.210795,0.021374,0.00155897
3.7602e-10,11566.6,8866.36,0.765632,0.000639919,0.210794,0.0213744,0.00155899
3.7603e-10,11620.3,8727.25,0.765632,0.000639938,0.210794,0.0213749,0.001559
3.7604e-10,11673.8,8588.57,0.765632,0.000639956,0.210793,0.0213753,0.00155901
3.7605e-10,11727.1,8450.35,0.765632,0.000639973,0.210793,0.0213758,0.00155903
3.7606e-10,11780.2,8312.63,0.765632,0.00063999,0.210793,0.0213762,0.00155904
3.7607e-10,11833.1,8175.42,0.765632,0.000640006,0.210792,0.0213766,0.00155906
3.7608e-10,11885.8,8038.78,0.765632,0.000640021,0.210792,0.021377,0.00155907
3.7609e-10,11938.2,7902.73,0.765632,0.000640035,0.210791,0.0213774,0.00155908
3.761e-10,11990.3,7767.29,0.765632,0.000640049,0.210791,0.0213777,0.00155909
3.7611e-10,12042.2,7632.52,0.765632,0.000640063,0.210791,0.0213781,0.00155911
3.7612e-10,12093.8,7498.43,0.765632,0.000640075,0.21079,0.0213785,0.00155912
3.7613e-10,12145,7365.06,0.765632,0.000640087,0.21079,0.0213788,0.00155913
3.7614e-10,12196,7232.45,0.765632,0.000640099,0.21079,0.0213791,0.00155914
3.7615e-10,12246.6,7100.62,0.765632,0.00064011,0.210789,0.0213794,0.00155916
3.7616e-10,12296.9,6969.61,0.765632,0.00064012,0.210789,0.0213798,0.00155917
3.7617e-10,12346.8,6839.45,0.765632,0.00064013,0.210789,0.0213801,0.00155918
3.7618e-10,12396.3,6710.18,0.765632,0.00064014,0.210788,0.0213803,0.00155919
3.7619e-10,12445.5,6581.82,0.765632,0.000640149,0.210788,0.0213806,0.0015592
3.762e-10,12494.2,6454.41,0.765632,0.000640157,0.210788,0.0213809,0.00155921
3.7621e-10,12542.6,6327.98,0.765632,0.000640165,0.210787,0.0213811,0.00155922
3.7622e-10,12590.5,6202.56,0.765632,0.000640173,0.210787,0.0213814,0.00155923
3.7623e-10,12638,6078.18,0.765632,0.00064018,0.210787,0.0213816,0.00155924
3.7624e-10,12685,5954.88,0.765632,0.000640187,0.210787,0.0213818,0.00155925
3.7625e-10,12731.5,5832.69,0.765632,0.000640194,0.210787,0.021382,0.00155926
3.7626e-10,12777.6,5711.63,0.765632,0.0006402,0.210786,0.0213822,0.00155927
3.7627e-10,12823.2,5591.74,0.765632,0.000640206,0.210786,0.0213824,0.00155928
3.7628e-10,12868.2,5473.06,0.765632,0.000640211,0.210786,0.0213826,0.00155929
3.7629e-10,12912.8,5355.6,0.765632,0.000640217,0.210786,0.0213828,0.0015593
3.763e-10,12956.8,5239.4,0.765632,0.000640222,0.210786,0.0213829,0.00155931
3.7631e-10,13000.2,5124.49,0.765632,0.000640226,0.210785,0.0213831,0.00155931
3.7632e-10,13043.2,5010.9,0.765632,0.000640231,0.210785,0.0213832,0.00155932
3.7633e-10,13085.5,4898.66,0.765632,0.000640235,0.210785,0.0213834,0.00155933
3.7634e-10,13127.2,4787.79,0.765632,0.000640239,0.210785,0.0213835,0.00155934
3.7635e-10,13168.4,4678.33,0.765632,0.000640242,0.210785,0.0213836,0.00155934
3.7636e-10,13208.9,4570.31,0.765632,0.000640246,0.210785,0.0213838,0.00155935
3.7637e-10,13248.8,4463.74,0.765632,0.000640249,0.210785,0.0213839,0.00155936
3.7638e-10,13288.1,4358.67,0.765632,0.000640252,0.210785,0.021384,0.00155936
3.7639e-10,13326.7,4255.11,0.765632,0.000640255,0.210784,0.0213841,0.00155937
3.764e-10,13364.6,4153.09,0.765632,0.000640258,0.210784,0.0213841,0.00155937
3.7641e-10,13401.9,4052.65,0.765632,0.000640261,0.210784,0.0213842,0.00155938
3.7642e-10,13438.5,3953.8,0.765632,0.000640263,0.210784,0.0213843,0.00155938
3.7643e-10,13474.4,3856.57,0.765632,0.000640265,0.210784,0.0213844,0.00155939
3.7644e-10,13509.6,3760.98,0.765632,0.000640267,0.210784,0.0213844,0.00155939
3.7645e-10,13544.1,3667.07,0.765632,0.000640269,0.210784,0.0213845,0.0015594
3.7646e-10,13577.9,3574.86,0.765632,0.000640271,0.210784,0.0213846,0.0015594
3.7647e-10,13610.9,3484.37,0.765632,0.000640273,0.210784,0.0213846,0.00155941
3.7648e-10,13643.1,3395.62,0.765632,0.000640275,0.210784,0.0213847,0.00155941
3.7649e-10,13674.6,3308.65,0.765632,0.000640276,0.210784,0.0213847,0.00155941
3.765e-10,13705.3,3223.47,0.765632,0.000640278,0.210784,0.0213847,0.00155942
3.7651e-10,13735.3,3140.11,0.765632,0.000640279,0.210784,0.0213848,0.00155942
3.7652e-10,13764.4,3058.6,0.765632,0.000640281,0.210784,0.0213848,0.00155942
3.7653e-10,13792.7,2978.96,0.765632,0.000640282,0.210784,0.0213848,0.00155943
3.7654e-10,13820.3,2901.21,0.765632,0.000640283,0.210784,0.0213849,0.00155943
3.7655e-10,13847,2825.39,0.765632,0.000640284,0.210784,0.0213849,0.00155943
3.7656e-10,13872.8,2751.52,0.765632,0.000640285,0.210784,0.0213849,0.00155944
3.7657e-10,13897.9,2679.63,0.765632,0.000640286,0.210784,0.0213849,0.00155944
3.7658e-10,13922.1,2609.74,0.765632,0.000640287,0.210784,0.0213849,0.00155944
3.7659e-10,13945.4,2541.9,0.765632,0.000640287,0.210784,0.021385,0.00155944
3.766e-10,13967.9,2476.12,0.765632,0.000640288,0.210784,0.021385,0.00155944
3.7661e-10,13989.5,2412.45,0.765632,0.000640289,0.210784,0.021385,0.00155945
3.7662e-10,14010.2,2350.91,0.765632,0.000640289,0.210783,0.021385,0.00155945
3.7663e-10,14030,2291.56,0.765632,0.00064029,0.210783,0.021385,0.00155945
3.7664e-10,14049,2234.42,0.765632,0.000640291,0.210783,0.021385,0.00155945
3.7665e-10,14067,2179.55,0.765632,0.000640291,0.210783,0.021385,0.00155945
3.7666e-10,14084.2,2126.99,0.765632,0.000640292,0.210783,0.021385,0.00155945
3.7667e-10,14100.4,2076.79,0.765632,0.000640292,0.210783,0.021385,0.00155945
3.7668e-10,14115.7,2029,0.765632,0.000640292,0.210783,0.0213851,0.00155946
3.7669e-10,14130.1,1983.68,0.765632,0.000640293,0.210783,0.0213851,0.00155946
3.767e-10,14143.5,1940.9,0.765632,0.000640293,0.210783,0.0213851,0.00155946
3.7671e-10,14156.1,1900.71,0.765632,0.000640293,0.210783,0.0213851,0.00155946
3.7672e-10,14167.7,1863.18,0.765632,0.000640294,0.210783,0.0213851,0.00155946
3.7673e-10,14178.3,1828.39,0.765632,0.000640294,0.210783,0.0213851,0.00155946
3.7674e-10,14188,1796.41,0.765632,0.000640294,0.210783,0.0213851,0.00155946
3.7675e-10,14196.8,1767.3,0.765632,0.000640295,0.210783,0.0213851,0.00155946
3.7676e-10,14204.6,1741.15,0.765632,0.000640295,0.210783,0.0213851,0.00155946
3.7677e-10,14211.4,1718.02,0.765632,0.000640295,0.210783,0.0213851,0.00155946
3.7678e-10,14217.3,1697.98,0.765632,0.000640295,0.210783,0.0213851,0.00155946
3.7679e-10,14222.3,1681.1,0.765632,0.000640295,0.210783,0.0213851,0.00155946
3.768e-10,14226.3,1667.43,0.765632,0.000640296,0.210783,0.0213851,0.00155947
3.7681e-10,14229.3,1657.02,0.765632,0.000640296,0.210783,0.0213851,0.00155947
3.7682e-10,14231.3,1649.9,0.765632,0.000640296,0.210783,0.0213851,0.00155947
3.7683e-10,14232.4,1646.12,0.765632,0.000640296,0.210783,0.0213851,0.00155947
3.7684e-10,14232.6,1645.67,0.765632,0.000640296,0.210783,0.0213851,0.00155947
3.7685e-10,14231.7,1648.57,0.765632,0.000640297,0.210783,0.0213851,0.00155947
3.7686e-10,14229.9,1654.79,0.765632,0.000640297,0.210783,0.0213851,0.00155947
3.7687e-10,14227.2,1664.33,0.765632,0.000640297,0.210783,0.0213851,0.00155947
3.7688e-10,14223.4,1677.14,0.765632,0.000640297,0.210783,0.0213851,0.00155947
3.7689e-10,14218.7,1693.17,0.765632,0.000640297,0.210783,0.0213851,0.00155947
3.769e-10,14213.1,1712.38,0.765632,0.000640298,0.210783,0.0213851,0.00155947
3.7691e-10,14206.5,1734.71,0.765632,0.000640298,0.210783,0.0213851,0.00155947
3.7692e-10,14198.9,1760.07,0.765632,0.000640298,0.210783,0.0213851,0.00155947
3.7693e-10,14190.4,1788.41,0.765632,0.000640298,0.210783,0.0213851,0.00155947
3.7694e-10,14181,1819.65,0.765632,0.000640299,0.210783,0.0213851,0.00155948
3.7695e-10,14170.6,1853.73,0.765632,0.000640299,0.210783,0.0213851,0.00155948
3.7696e-10,14159.2,1890.55,0.765632,0.000640299,0.210783,0.0213851,0.00155948
3.7697e-10,14146.9,1930.07,0.765632,0.0006403,0.210783,0.0213851,0.00155948
3.7698e-10,14133.7,1972.21,0.765632,0.0006403,0.210783,0.0213851,0.00155948
3.7699e-10,14119.5,2016.89,0.765632,0.0006403,0.210783,0.0213852,0.00155948
3.77e-10,14104.5,2064.08,0.765632,0.000640301,0.210783,0.0213852,0.00155948
3.7701e-10,14088.5,2113.69,0.765632,0.000640301,0.210783,0.0213852,0.00155948
3.7702e-10,14071.5,2165.69,0.765632,0.000640302,0.210783,0.0213852,0.00155948
3.7703e-10,14053.7,2220.01,0.765632,0.000640302,0.210783,0.0213852,0.00155949
3.7704e-10,14035,2276.62,0.765632,0.000640303,0.210783,0.0213852,0.00155949
3.7705e-10,14015.4,2335.46,0.765632,0.000640304,0.210783,0.0213852,0.00155949
3.7706e-10,13994.9,2396.5,0.765632,0.000640304,0.210783,0.0213852,0.00155949
3.7707e-10,13973.5,2459.69,0.765632,0.000640305,0.210783,0.0213852,0.00155949
3.7708e-10,13951.2,2525,0.765632,0.000640306,0.210783,0.0213852,0.00155949
3.7709e-10,13928,2592.4,0.765632,0.000640307,0.210783,0.0213853,0.0015595
3.771e-10,13904,2661.86,0.765632,0.000640307,0.210783,0.0213853,0.0015595
3.7711e-10,13879.2,2733.33,0.765632,0.000640308,0.210783,0.0213853,0.0015595
3.7712e-10,13853.5,2806.8,0.765632,0.000640309,0.210783,0.0213853,0.0015595
3.7713e-10,13827,2882.24,0.765632,0.00064031,0.210783,0.0213854,0.00155951
3.7714e-10,13799.6,2959.61,0.765632,0.000640312,0.210783,0.0213854,0.00155951
3.7715e-10,13771.4,3038.89,0.765632,0.000640313,0.210783,0.0213854,0.00155951
3.7716e-10,13742.4,3120.06,0.765632,0.000640314,0.210783,0.0213855,0.00155952
3.7717e-10,13712.6,3203.09,0.765632,0.000640316,0.210783,0.0213855,0.00155952
3.7718e-10,13682.1,3287.96,0.765632,0.000640317,0.210783,0.0213855,0.00155952
3.7719e-10,13650.7,3374.63,0.765632,0.000640319,0.210783,0.0213856,0.00155953
3.772e-10,13618.6,3463.09,0.765632,0.000640321,0.210783,0.0213856,0.00155953
3.7721e-10,13585.7,3553.32,0.765632,0.000640323,0.210783,0.0213857,0.00155954
3.7722e-10,13552.1,3645.27,0.765632,0.000640325,0.210783,0.0213857,0.00155954
3.7723e-10,13517.7,3738.95,0.765632,0.000640327,0.210783,0.0213858,0.00155954
3.7724e-10,13482.6,3834.31,0.765632,0.000640329,0.210783,0.0213859,0.00155955
3.7725e-10,13446.8,3931.33,0.765632,0.000640331,0.210782,0.021386,0.00155955
3.7726e-10,13410.3,4029.98,0.765632,0.000640334,0.210782,0.021386,0.00155956
3.7727e-10,13373.1,4130.25,0.765632,0.000640337,0.210782,0.0213861,0.00155957
3.7728e-10,13335.2,4232.1,0.765632,0.00064034,0.210782,0.0213862,0.00155957
3.7729e-10,13296.6,4335.51,0.765632,0.000640343,0.210782,0.0213863,0.00155958
3.773e-10,13257.4,4440.46,0.765632,0.000640346,0.210782,0.0213864,0.00155958
3.7731e-10,13217.6,4546.9,0.765632,0.000640349,0.210782,0.0213865,0.00155959
3.7732e-10,13177.1,4654.83,0.765632,0.000640353,0.210782,0.0213867,0.0015596
3.7733e-10,13136,4764.2,0.765632,0.000640357,0.210782,0.0213868,0.0015596
3.7734e-10,13094.3,4874.99,0.765632,0.000640361,0.210781,0.0213869,0.00155961
3.7735e-10,13052,4987.18,0.765632,0.000640365,0.210781,0.0213871,0.00155962
3.7736e-10,13009.1,5100.73,0.765632,0.00064037,0.210781,0.0213872,0.00155963
3.7737e-10,12965.7,5215.62,0.765632,0.000640375,0.210781,0.0213874,0.00155964
3.7738e-10,12921.7,5331.81,0.765632,0.00064038,0.210781,0.0213876,0.00155964
3.7739e-10,12877.1,5449.27,0.765632,0.000640385,0.210781,0.0213877,0.00155965
3.774e-10,12832.1,5567.98,0.765632,0.000640391,0.21078,0.0213879,0.00155966
3.7741e-10,12786.5,5687.9,0.765632,0.000640397,0.21078,0.0213881,0.00155967
3.7742e-10,12740.4,5809.01,0.765632,0.000640404,0.21078,0.0213883,0.00155968
3.7743e-10,12693.8,5931.27,0.765632,0.000640411,0.21078,0.0213886,0.00155969
3.7744e-10,12646.8,6054.66,0.765632,0.000640418,0.21078,0.0213888,0.0015597
3.7745e-10,12599.3,6179.13,0.765632,0.000640425,0.210779,0.021389,0.00155971
3.7746e-10,12551.3,6304.66,0.765631,0.000640433,0.210779,0.0213893,0.00155972
3.7747e-10,12502.9,6431.21,0.765631,0.000640442,0.210779,0.0213895,0.00155973
3.7748e-10,12454.1,6558.76,0.765631,0.000640451,0.210779,0.0213898,0.00155974
3.7749e-10,12404.9,6687.27,0.765631,0.00064046,0.210778,0.0213901,0.00155975
3.775e-10,12355.3,6816.71,0.765631,0.00064047,0.210778,0.0213904,0.00155976
3.7751e-10,12305.3,6947.05,0.765631,0.00064048,0.210778,0.0213907,0.00155978
3.7752e-10,12254.9,7078.25,0.765631,0.000640491,0.210777,0.021391,0.00155979
3.7753e-10,12204.2,7210.29,0.765631,0.000640503,0.210777,0.0213913,0.0015598
3.7754e-10,12153.2,7343.12,0.765631,0.000640515,0.210777,0.0213917,0.00155981
3.7755e-10,12101.8,7476.72,0.765631,0.000640527,0.210776,0.021392,0.00155982
3.7756e-10,12050.1,7611.05,0.765631,0.000640541,0.210776,0.0213924,0.00155984
3.7757e-10,11998.2,7746.07,0.765631,0.000640554,0.210776,0.0213928,0.00155985
3.7758e-10,11945.9,7881.77,0.765631,0.000640569,0.210775,0.0213931,0.00155986
3.7759e-10,11893.4,8018.1,0.765631,0.000640584,0.210775,0.0213935,0.00155988
3.776e-10,11840.6,8155.03,0.765631,0.0006406,0.210774,0.0213939,0.00155989
3.7761e-10,11787.6,8292.53,0.765631,0.000640616,0.210774,0.0213944,0.0015599
3.7762e-10,11734.3,8430.57,0.765631,0.000640633,0.210773,0.0213948,0.00155992
3.7763e-10,11680.9,8569.1,0.765631,0.000640651,0.210773,0.0213952,0.00155993
3.7764e-10,11627.2,8708.11,0.765631,0.00064067,0.210773,0.0213957,0.00155995
3.7765e-10,11573.3,8847.55,0.765631,0.000640689,0.210772,0.0213962,0.00155996
3.7766e-10,11519.3,8987.4,0.765631,0.000640709,0.210772,0.0213966,0.00155998
3.7767e-10,11465.1,9127.62,0.765631,0.00064073,0.210771,0.0213971,0.00155999
3.7768e-10,11410.8,9268.19,0.765631,0.000640752,0.210771,0.0213976,0.00156001
3.7769e-10,11356.3,9409.06,0.765631,0.000640774,0.21077,0.0213981,0.00156002
3.777e-10,11301.7,9550.2,0.765631,0.000640797,0.21077,0.0213986,0.00156004
3.7771e-10,11247,9691.59,0.765631,0.000640821,0.210769,0.0213992,0.00156005
3.7772e-10,11192.2,9833.2,0.765631,0.000640846,0.210768,0.0213997,0.00156007
3.7773e-10,11137.3,9974.98,0.765631,0.000640872,0.210768,0.0214003,0.00156008
3.7774e-10,11082.3,10116.9,0.765631,0.000640899,0.210767,0.0214008,0.0015601
3.7775e-10,11027.3,10259,0.765631,0.000640926,0.210767,0.0214014,0.00156012
3.7776e-10,10972.2,10401.1,0.765631,0.000640954,0.210766,0.021402,0.00156013
3.7777e-10,10917.1,10543.3,0.765631,0.000640983,0.210766,0.0214026,0.00156015
3.7778e-10,10862,10685.6,0.765631,0.000641013,0.210765,0.0214032,0.00156017
3.7779e-10,10806.8,10827.8,0.765631,0.000641044,0.210764,0.0214038,0.00156018
3.778e-10,10751.7,10970,0.765631,0.000641076,0.210764,0.0214044,0.0015602
3.7781e-10,10696.6,11112.2,0.765631,0.000641108,0.210763,0.0214051,0.00156022
3.7782e-10,10641.5,11254.2,0.765631,0.000641142,0.210762,0.0214057,0.00156024
3.7783e-10,10586.4,11396.2,0.765631,0.000641176,0.210762,0.0214064,0.00156026
3.7784e-10,10531.4,11537.9,0.76563,0.000641211,0.210761,0.021407,0.00156027
3.7785e-10,10476.4,11679.6,0.76563,0.000641247,0.21076,0.0214077,0.00156029
3.7786e-10,10421.5,11821,0.76563,0.000641283,0.21076,0.0214084,0.00156031
3.7787e-10,10366.7,11962.2,0.76563,0.000641321,0.210759,0.0214091,0.00156033
3.7788e-10,10312,12103.1,0.76563,0.000641359,0.210758,0.0214098,0.00156035
3.7789e-10,10257.4,12243.8,0.76563,0.000641398,0.210758,0.0214105,0.00156037
3.779e-10,10202.9,12384.1,0.76563,0.000641438,0.210757,0.0214112,0.00156039
3.7791e-10,10148.5,12524.1,0.76563,0.000641478,0.210756,0.0214119,0.00156041
3.7792e-10,10094.2,12663.8,0.76563,0.00064152,0.210755,0.0214126,0.00156043
3.7793e-10,10040.1,12803,0.76563,0.000641562,0.210755,0.0214134,0.00156045
3.7794e-10,9986.18,12941.9,0.76563,0.000641605,0.210754,0.0214141,0.00156047
3.7795e-10,9932.4,13080.3,0.76563,0.000641648,0.210753,0.0214148,0.00156049
3.7796e-10,9878.79,13218.2,0.76563,0.000641693,0.210752,0.0214156,0.00156051
3.7797e-10,9825.36,13355.7,0.76563,0.000641738,0.210752,0.0214164,0.00156053
3.7798e-10,9772.12,13492.6,0.76563,0.000641783,0.210751,0.0214171,0.00156056
3.7799e-10,9719.08,13629.1,0.76563,0.000641829,0.21075,0.0214179,0.00156058
3.78e-10,9666.26,13764.9,0.76563,0.000641876,0.210749,0.0214187,0.0015606
3.7801e-10,9613.65,13900.2,0.76563,0.000641923,0.210748,0.0214195,0.00156062
3.7802e-10,9561.28,14034.9,0.76563,0.000641971,0.210748,0.0214203,0.00156065
3.7803e-10,9509.14,14169,0.765629,0.00064202,0.210747,0.0214211,0.00156067
3.7804e-10,9457.24,14302.4,0.765629,0.000642069,0.210746,0.0214219,0.0015607
3.7805e-10,9405.61,14435.2,0.765629,0.000642118,0.210745,0.0214227,0.00156072
3.7806e-10,9354.23,14567.2,0.765629,0.000642168,0.210744,0.0214235,0.00156075
3.7807e-10,9303.12,14698.6,0.765629,0.000642218,0.210743,0.0214243,0.00156077
3.7808e-10,9252.29,14829.3,0.765629,0.000642269,0.210743,0.0214251,0.0015608
3.7809e-10,9201.75,14959.2,0.765629,0.00064232,0.210742,0.021426,0.00156083
3.781e-10,9151.51,15088.3,0.765629,0.000642371,0.210741,0.0214268,0.00156085
3.7811e-10,9101.56,15216.6,0.765629,0.000642423,0.21074,0.0214276,0.00156088
3.7812e-10,9051.92,15344.2,0.765629,0.000642475,0.210739,0.0214285,0.00156091
3.7813e-10,9002.6,15470.9,0.765629,0.000642527,0.210738,0.0214293,0.00156094
3.7814e-10,8953.6,15596.8,0.765629,0.00064258,0.210738,0.0214302,0.00156097
3.7815e-10,8904.94,15721.9,0.765629,0.000642632,0.210737,0.021431,0.001561
3.7816e-10,8856.61,15846,0.765629,0.000642685,0.210736,0.0214319,0.00156103
3.7817e-10,8808.62,15969.3,0.765629,0.000642738,0.210735,0.0214327,0.00156107
3.7818e-10,8760.98,16091.7,0.765628,0.00064279,0.210734,0.0214336,0.0015611
3.7819e-10,8713.7,16213.1,0.765628,0.000642843,0.210733,0.0214344,0.00156113
3.782e-10,8666.78,16333.6,0.765628,0.000642896,0.210732,0.0214353,0.00156117
3.7821e-10,8620.23,16453.2,0.765628,0.000642949,0.210731,0.0214361,0.00156121
3.7822e-10,8574.06,16571.8,0.765628,0.000643001,0.210731,0.021437,0.00156124
3.7823e-10,8528.26,16689.4,0.765628,0.000643054,0.21073,0.0214379,0.00156128
3.7824e-10,8482.85,16806,0.765628,0.000643106,0.210729,0.0214387,0.00156132
3.7825e-10,8437.84,16921.6,0.765628,0.000643158,0.210728,0.0214396,0.00156136
3.7826e-10,8393.22,17036.2,0.765628,0.000643209,0.210727,0.0214405,0.00156141
3.7827e-10,8349,17149.7,0.765628,0.000643261,0.210726,0.0214413,0.00156145
3.7828e-10,8305.19,17262.2,0.765628,0.000643312,0.210725,0.0214422,0.00156149
3.7829e-10,8261.79,17373.6,0.765628,0.000643362,0.210724,0.0214431,0.00156154
3.783e-10,8218.81,17484,0.765628,0.000643412,0.210723,0.0214439,0.00156159
3.7831e-10,8176.25,17593.2,0.765628,0.000643462,0.210723,0.0214448,0.00156164
3.7832e-10,8134.12,17701.4,0.765627,0.000643511,0.210722,0.0214457,0.00156169
3.7833e-10,8092.42,17808.4,0.765627,0.000643559,0.210721,0.0214465,0.00156174
3.7834e-10,8051.16,17914.4,0.765627,0.000643606,0.21072,0.0214474,0.0015618
3.7835e-10,8010.34,18019.2,0.765627,0.000643653,0.210719,0.0214483,0.00156186
3.7836e-10,7969.96,18122.8,0.765627,0.000643699,0.210718,0.0214491,0.00156191
3.7837e-10,7930.03,18225.3,0.765627,0.000643744,0.210717,0.02145,0.00156198
3.7838e-10,7890.56,18326.6,0.765627,0.000643789,0.210716,0.0214509,0.00156204
3.7839e-10,7851.54,18426.8,0.765627,0.000643832,0.210715,0.0214517,0.0015621
3.784e-10,7812.98,18525.7,0.765627,0.000643874,0.210714,0.0214526,0.00156217
3.7841e-10,7774.88,18623.5,0.765627,0.000643915,0.210714,0.0214534,0.00156224
3.7842e-10,7737.25,18720.1,0.765627,0.000643955,0.210713,0.0214543,0.00156232
3.7843e-10,7700.1,18815.4,0.765627,0.000643993,0.210712,0.0214552,0.00156239
3.7844e-10,7663.41,18909.6,0.765627,0.000644031,0.210711,0.021456,0.00156247
3.7845e-10,7627.21,19002.5,0.765627,0.000644067,0.21071,0.0214569,0.00156255
3.7846e-10,7591.48,19094.2,0.765626,0.000644101,0.210709,0.0214577,0.00156264
3.7847e-10,7556.24,19184.6,0.765626,0.000644134,0.210708,0.0214585,0.00156272
3.7848e-10,7521.49,19273.8,0.765626,0.000644166,0.210707,0.0214594,0.00156282
3.7849e-10,7487.23,19361.7,0.765626,0.000644196,0.210706,0.0214602,0.00156291
3.785e-10,7453.46,19448.3,0.765626,0.000644224,0.210706,0.021461,0.00156301
3.7851e-10,7420.18,19533.7,0.765626,0.00064425,0.210705,0.0214619,0.00156311
3.7852e-10,7387.4,19617.8,0.765626,0.000644274,0.210704,0.0214627,0.00156321
3.7853e-10,7355.13,19700.6,0.765626,0.000644297,0.210703,0.0214635,0.00156332
3.7854e-10,7323.35,19782.2,0.765626,0.000644317,0.210702,0.0214643,0.00156344
3.7855e-10,7292.08,19862.4,0.765626,0.000644336,0.210701,0.0214651,0.00156355
3.7856e-10,7261.32,19941.3,0.765626,0.000644352,0.2107,0.0214659,0.00156368
3.7857e-10,7231.07,20018.9,0.765626,0.000644366,0.210699,0.0214667,0.0015638
3.7858e-10,7201.33,20095.2,0.765626,0.000644377,0.210699,0.0214675,0.00156393
3.7859e-10,7172.11,20170.2,0.765626,0.000644387,0.210698,0.0214683,0.00156407
3.786e-10,7143.4,20243.8,0.765625,0.000644393,0.210697,0.0214691,0.00156421
3.7861e-10,7115.21,20316.2,0.765625,0.000644398,0.210696,0.0214699,0.00156436
3.7862e-10,7087.54,20387.2,0.765625,0.000644399,0.210695,0.0214707,0.00156451
3.7863e-10,7060.39,20456.8,0.765625,0.000644398,0.210694,0.0214714,0.00156466
3.7864e-10,7033.76,20525.1,0.765625,0.000644395,0.210693,0.0214722,0.00156482
